Region,Subject,Session,Neuron,State,FR
Somatosensory,25,25.1,487,Moving,0.4045850485
Somatosensory,25,25.1,488,SWD,0.2425300737
Somatosensory,25,25.1,488,Still,0.4331024428
Somatosensory,25,25.1,488,Moving,0.1190799966
Somatosensory,25,25.1,489,SWD,0.4559565386
Somatosensory,25,25.1,489,Still,0.4292560623
Somatosensory,25,25.1,489,Moving,0.1879455367
Somatosensory,25,25.1,490,SWD,0.9022118743
Somatosensory,25,25.1,490,Still,0.5438782008
Somatosensory,25,25.1,490,Moving,0.1721638504
Somatosensory,25,25.1,491,SWD,2.425300737
Somatosensory,25,25.1,491,Still,1.424699332
Somatosensory,25,25.1,491,Moving,0.896686721
Somatosensory,25,25.1,492,SWD,2.745440435
Somatosensory,25,25.1,492,Still,1.350848827
Somatosensory,25,25.1,492,Moving,0.8593845534
Somatosensory,25,25.1,493,SWD,0.6305781917
Somatosensory,25,25.1,493,Still,1.026214314
Somatosensory,25,25.1,493,Moving,0.291243847
Somatosensory,25,25.1,494,SWD,1.18354676
Somatosensory,25,25.1,494,Still,0.9177463841
Somatosensory,25,25.1,494,Moving,0.3830645672
Somatosensory,25,25.1,495,SWD,1.154443151
Somatosensory,25,25.1,495,Still,1.603171387
Somatosensory,25,25.1,495,Moving,0.4131932411
Somatosensory,25,25.1,496,SWD,1.435778036
Somatosensory,25,25.1,496,Still,1.717024249
Somatosensory,25,25.1,496,Moving,1.022940211
Somatosensory,25,25.1,497,SWD,0.4753589445
Somatosensory,25,25.1,497,Still,0.7800459627
Somatosensory,25,25.1,497,Moving,0.3400236046
Caudoputamen,25,25.1,498,SWD,3.443927047
Caudoputamen,25,25.1,498,Still,0.2423219707
Caudoputamen,25,25.1,498,Moving,0.1406004779
Caudoputamen,25,25.1,499,SWD,5.684904928
Caudoputamen,25,25.1,499,Still,0.9131307275
Caudoputamen,25,25.1,499,Moving,6.351411383
Caudoputamen,25,25.1,500,SWD,4.055102833
Caudoputamen,25,25.1,500,Still,1.228533927
Caudoputamen,25,25.1,500,Moving,1.688640433
Caudoputamen,25,25.1,501,SWD,3.78346915
Caudoputamen,25,25.1,501,Still,0.05461860291
Caudoputamen,25,25.1,501,Moving,0.2123354155
Caudoputamen,25,25.1,502,SWD,7.673651533
Caudoputamen,25,25.1,502,Still,0.6585003393
Caudoputamen,25,25.1,502,Moving,3.958333861
Caudoputamen,25,25.1,503,SWD,0.75669383
Caudoputamen,25,25.1,503,Still,0.1215456234
Caudoputamen,25,25.1,503,Moving,1.057372981
Caudoputamen,25,25.1,504,SWD,1.823826154
Caudoputamen,25,25.1,504,Still,0.734658673
Caudoputamen,25,25.1,504,Moving,0.2223783068
Caudoputamen,25,25.1,505,SWD,4.355840124
Caudoputamen,25,25.1,505,Still,0.2046274419
Caudoputamen,25,25.1,505,Moving,5.565196465
Caudoputamen,25,25.1,506,SWD,2.522312767
Caudoputamen,25,25.1,506,Still,0.2407834185
Caudoputamen,25,25.1,506,Moving,0.5595325139
Caudoputamen,25,25.1,507,SWD,5.626697711
Caudoputamen,25,25.1,507,Still,0.1607787043
Caudoputamen,25,25.1,507,Moving,1.401700682
Caudoputamen,25,25.1,508,SWD,3.502134265
Caudoputamen,25,25.1,508,Still,2.661695297
Caudoputamen,25,25.1,508,Moving,10.27818187
Caudoputamen,25,25.1,509,SWD,1.891734575
Caudoputamen,25,25.1,509,Still,0.1223148995
Caudoputamen,25,25.1,509,Moving,0.7288269669
Caudoputamen,25,25.1,510,SWD,5.248350795
Caudoputamen,25,25.1,510,Still,5.98650659
Caudoputamen,25,25.1,510,Moving,23.70265811
Caudoputamen,25,25.1,511,SWD,0.9410166861
Caudoputamen,25,25.1,511,Still,0.229244277
Caudoputamen,25,25.1,511,Moving,0.5136221538
Caudoputamen,25,25.1,512,SWD,2.473806752
Caudoputamen,25,25.1,512,Still,0.1623172565
Caudoputamen,25,25.1,512,Moving,3.546575319
Caudoputamen,25,25.1,513,SWD,9.138533178
Caudoputamen,25,25.1,513,Still,0.8015856934
Caudoputamen,25,25.1,513,Moving,6.206506808
Caudoputamen,25,25.1,514,SWD,2.978269305
Caudoputamen,25,25.1,514,Still,0.5992660798
Caudoputamen,25,25.1,514,Moving,4.636946372
Caudoputamen,25,25.1,515,SWD,1.474582848
Caudoputamen,25,25.1,515,Still,0.08154326632
Caudoputamen,25,25.1,515,Moving,1.998535364
Caudoputamen,25,25.1,516,SWD,1.144741948
Caudoputamen,25,25.1,516,Still,0.3677139745
Caudoputamen,25,25.1,516,Moving,1.27831659
Caudoputamen,25,25.1,517,SWD,1.571594878
Caudoputamen,25,25.1,517,Still,3.2248054
Caudoputamen,25,25.1,517,Moving,1.424655862
Caudoputamen,25,25.1,518,SWD,8.828094684
Caudoputamen,25,25.1,518,Still,0.7731224778
Caudoputamen,25,25.1,518,Moving,8.164870607
Caudoputamen,25,25.1,519,SWD,1.18354676
Caudoputamen,25,25.1,519,Still,0.205396718
Caudoputamen,25,25.1,519,Moving,5.328471171
Caudoputamen,25,25.1,520,SWD,2.541715173
Caudoputamen,25,25.1,520,Still,0.671578033
Caudoputamen,25,25.1,520,Moving,7.187840756
Caudoputamen,25,25.1,521,SWD,7.615444315
Caudoputamen,25,25.1,521,Still,2.500147316
Caudoputamen,25,25.1,521,Moving,17.17908288
Caudoputamen,25,25.1,522,SWD,1.493985254
Caudoputamen,25,25.1,522,Still,0.2069352702
Caudoputamen,25,25.1,522,Moving,0.8665580472
Caudoputamen,25,25.1,523,SWD,3.172293364
Caudoputamen,25,25.1,523,Still,0.06692702047
Caudoputamen,25,25.1,523,Moving,0.6628308242
Caudoputamen,25,25.1,524,SWD,1.979045402
Caudoputamen,25,25.1,524,Still,0.09077457949
Caudoputamen,25,25.1,524,Moving,1.896671752
Caudoputamen,25,25.1,525,SWD,3.696158324
Caudoputamen,25,25.1,525,Still,0.7954314847
Caudoputamen,25,25.1,525,Moving,1.91101874
Caudoputamen,25,25.1,526,SWD,5.55878929
Caudoputamen,25,25.1,526,Still,0.1923190243
Caudoputamen,25,25.1,526,Moving,3.440407611
Caudoputamen,25,25.1,527,SWD,12.74738068
Caudoputamen,25,25.1,527,Still,1.310077194
Caudoputamen,25,25.1,527,Moving,8.948216127
Caudoputamen,25,25.1,528,SWD,3.046177726
Caudoputamen,25,25.1,528,Still,0.5523402379
Caudoputamen,25,25.1,528,Moving,3.347152192
Caudoputamen,25,25.1,529,SWD,3.443927047
Caudoputamen,25,25.1,529,Still,0.6254214671
Caudoputamen,25,25.1,529,Moving,3.94829097
Caudoputamen,25,25.1,530,SWD,4.355840124
Caudoputamen,25,25.1,530,Still,0.1930883004
Caudoputamen,25,25.1,530,Moving,1.820632718
Caudoputamen,25,25.1,531,SWD,2.677532014
Caudoputamen,25,25.1,531,Still,0.6361913325
Caudoputamen,25,25.1,531,Moving,4.139105904
Excluded,25,25.1,532,SWD,1.969344199
Excluded,25,25.1,532,Still,1.383158423
Excluded,25,25.1,532,Moving,0.9569440687
Excluded,25,25.1,533,SWD,3.385719829
Excluded,25,25.1,533,Still,0.7008105247
Excluded,25,25.1,533,Moving,7.271053284
Excluded,25,25.1,534,SWD,2.69693442
Excluded,25,25.1,534,Still,0.4477186887
Excluded,25,25.1,534,Moving,1.893802355
Excluded,25,25.1,535,SWD,5.655801319
Excluded,25,25.1,535,Still,9.932892969
Excluded,25,25.1,535,Moving,31.38546994
Excluded,25,25.1,536,SWD,1.77532014
Excluded,25,25.1,536,Still,1.719332078
Excluded,25,25.1,536,Moving,1.055938283
Excluded,25,25.1,537,SWD,3.211098176
Excluded,25,25.1,537,Still,1.668559855
Excluded,25,25.1,537,Moving,4.123324218
Excluded,25,25.1,538,SWD,2.493209158
Excluded,25,25.1,538,Still,0.118468519
Excluded,25,25.1,538,Moving,0.7273922681
Excluded,25,25.1,539,SWD,1.202949166
Excluded,25,25.1,539,Still,0.1353925931
Excluded,25,25.1,539,Moving,0.5207956476
Excluded,25,25.1,540,SWD,6.383391541
Excluded,25,25.1,540,Still,0.5384932681
Excluded,25,25.1,540,Moving,5.837789229
Excluded,25,25.1,541,SWD,0.6305781917
Excluded,25,25.1,541,Still,0.316172476
Excluded,25,25.1,541,Moving,0.1061677078
Excluded,25,25.1,542,SWD,2.056655025
Excluded,25,25.1,542,Still,5.031834953
Excluded,25,25.1,542,Moving,2.941132445
Excluded,25,25.1,543,SWD,1.105937136
Excluded,25,25.1,543,Still,1.7701043
Excluded,25,25.1,543,Moving,6.852121248
Somatosensory,25,25.1,544,SWD,0.9410166861
Somatosensory,25,25.1,544,Still,2.241670548
Somatosensory,25,25.1,544,Moving,1.388788394
Somatosensory,25,25.1,545,SWD,0.2328288708
Somatosensory,25,25.1,545,Still,1.400851773
Somatosensory,25,25.1,545,Moving,4.503519388
Somatosensory,25,25.1,546,SWD,1.299961195
Somatosensory,25,25.1,546,Still,4.503342274
Somatosensory,25,25.1,546,Moving,3.150598463
Somatosensory,25,25.1,547,SWD,0.2716336826
Somatosensory,25,25.1,547,Still,0.8392802222
Somatosensory,25,25.1,547,Moving,1.740289588
Somatosensory,25,25.1,548,SWD,0.184322856
Somatosensory,25,25.1,548,Still,1.323154887
Somatosensory,25,25.1,548,Moving,0.890947926
Somatosensory,25,25.1,549,SWD,0.07760962359
Somatosensory,25,25.1,549,Still,2.370908932
Somatosensory,25,25.1,549,Moving,4.361484211
Somatosensory,25,25.1,550,SWD,1.600698487
Somatosensory,25,25.1,550,Still,1.860878879
Somatosensory,25,25.1,550,Moving,2.500679928
Somatosensory,25,25.1,551,SWD,0.7857974389
Somatosensory,25,25.1,551,Still,2.024734688
Somatosensory,25,25.1,551,Moving,1.017201416
Somatosensory,25,25.1,552,SWD,2.095459837
Somatosensory,25,25.1,552,Still,3.478666512
Somatosensory,25,25.1,552,Moving,1.107587438
Somatosensory,25,25.1,553,SWD,1.484284051
Somatosensory,25,25.1,553,Still,3.582518785
Somatosensory,25,25.1,553,Moving,2.523635108
Somatosensory,25,25.1,554,SWD,0.2813348855
Somatosensory,25,25.1,554,Still,0.4223325774
Somatosensory,25,25.1,554,Moving,0.02438987881
Somatosensory,25,25.1,555,SWD,4.025999224
Somatosensory,25,25.1,555,Still,5.12107098
Somatosensory,25,25.1,555,Moving,8.539326982
Somatosensory,25,25.1,556,SWD,1.358168413
Somatosensory,25,25.1,556,Still,0.9092843471
Somatosensory,25,25.1,556,Moving,0.9928115375
Somatosensory,25,25.1,557,SWD,0.7857974389
Somatosensory,25,25.1,557,Still,3.5402086
Somatosensory,25,25.1,557,Moving,2.111876565
Somatosensory,25,25.1,558,SWD,0.4947613504
Somatosensory,25,25.1,558,Still,0.7400436056
Somatosensory,25,25.1,558,Moving,0.4174973373
Somatosensory,25,25.1,559,SWD,0.04850601475
Somatosensory,25,25.1,559,Still,0.3284808936
Somatosensory,25,25.1,559,Moving,0.209466018
Somatosensory,25,25.1,560,SWD,2.813348855
Somatosensory,25,25.1,560,Still,1.206994197
Somatosensory,25,25.1,560,Moving,0.7030023893
Somatosensory,25,25.1,561,SWD,0.3104384944
Somatosensory,25,25.1,561,Still,0.4461801365
Somatosensory,25,25.1,561,Moving,0.1434698754
Somatosensory,25,25.1,562,SWD,0.2716336826
Somatosensory,25,25.1,562,Still,1.359310864
Somatosensory,25,25.1,562,Moving,0.4418872161
Somatosensory,25,25.1,563,SWD,0.9992239038
Somatosensory,25,25.1,563,Still,0.9139000036
Somatosensory,25,25.1,563,Moving,1.291228878
Somatosensory,25,25.1,564,SWD,0.8537058595
Somatosensory,25,25.1,564,Still,1.005443859
Somatosensory,25,25.1,564,Moving,0.1477739716
Somatosensory,25,25.1,565,SWD,1.726814125
Somatosensory,25,25.1,565,Still,1.477779383
Somatosensory,25,25.1,565,Moving,0.5035792625
Somatosensory,25,25.1,566,SWD,0.2522312767
Somatosensory,25,25.1,566,Still,0.6908099354
Somatosensory,25,25.1,566,Moving,1.388788394
Somatosensory,25,25.1,567,SWD,0.6596818005
Somatosensory,25,25.1,567,Still,0.5815727296
Somatosensory,25,25.1,567,Moving,0.6040081753
Somatosensory,25,25.1,568,SWD,0.3977493209
Somatosensory,25,25.1,568,Still,1.143144281
Somatosensory,25,25.1,568,Moving,1.362963816
Somatosensory,25,25.1,569,SWD,5.102832751
Somatosensory,25,25.1,569,Still,12.82460182
Somatosensory,25,25.1,569,Moving,13.97826996
Somatosensory,25,25.1,570,SWD,3.6185487
Somatosensory,25,25.1,570,Still,3.960233349
Somatosensory,25,25.1,570,Moving,3.504969055
Somatosensory,25,25.1,571,SWD,0.3977493209
Somatosensory,25,25.1,571,Still,0.5477245813
Somatosensory,25,25.1,571,Moving,0.06169204641
Somatosensory,25,25.1,572,SWD,0.4268529298
Somatosensory,25,25.1,572,Still,0.695425592
Somatosensory,25,25.1,572,Moving,0.395976856
Somatosensory,25,25.1,573,SWD,0.388048118
Somatosensory,25,25.1,573,Still,1.603940663
Somatosensory,25,25.1,573,Moving,1.79624284
Somatosensory,25,25.1,574,SWD,0.4656577416
Somatosensory,25,25.1,574,Still,0.6392684369
Somatosensory,25,25.1,574,Moving,0.9928115375
Somatosensory,25,25.1,575,SWD,7.178890182
Somatosensory,25,25.1,575,Still,5.488784955
Somatosensory,25,25.1,575,Moving,1.367267912
Somatosensory,25,25.1,576,SWD,0.8246022507
Somatosensory,25,25.1,576,Still,0.3754067355
Somatosensory,25,25.1,576,Moving,0.500709865
Somatosensory,25,25.1,577,SWD,3.230500582
Somatosensory,25,25.1,577,Still,3.092489911
Somatosensory,25,25.1,577,Moving,3.939682778
Somatosensory,25,25.1,578,SWD,0.1164144354
Somatosensory,25,25.1,578,Still,0.6677316525
Somatosensory,25,25.1,578,Moving,0.1965537293
Somatosensory,25,25.1,579,SWD,0.07760962359
Somatosensory,25,25.1,579,Still,0.2477069033
Somatosensory,25,25.1,579,Moving,0.2639845707
Somatosensory,25,25.1,580,SWD,0.7275902212
Somatosensory,25,25.1,580,Still,2.713236795
Somatosensory,25,25.1,580,Moving,2.579588359
Somatosensory,25,25.1,581,SWD,4.685681024
Somatosensory,25,25.1,581,Still,4.455647156
Somatosensory,25,25.1,581,Moving,2.984173408
Somatosensory,25,25.1,582,SWD,0.9895227008
Somatosensory,25,25.1,582,Still,0.5646486555
Somatosensory,25,25.1,582,Moving,0.3400236046
Somatosensory,25,25.1,583,SWD,27.33798991
Somatosensory,25,25.1,583,Still,28.54398959
Somatosensory,25,25.1,583,Moving,41.01373327
Somatosensory,25,25.1,584,SWD,1.125339542
Somatosensory,25,25.1,584,Still,1.40931381
Somatosensory,25,25.1,584,Moving,1.671424048
Somatosensory,25,25.1,585,SWD,1.01862631
Somatosensory,25,25.1,585,Still,1.697792347
Somatosensory,25,25.1,585,Moving,2.659931489
Somatosensory,25,25.1,586,SWD,4.142413659
Somatosensory,25,25.1,586,Still,1.136990072
Somatosensory,25,25.1,586,Moving,0.6212245603
Somatosensory,25,25.1,587,SWD,1.542491269
Somatosensory,25,25.1,587,Still,6.960410129
Somatosensory,25,25.1,587,Moving,1.839283802
Somatosensory,25,25.1,588,SWD,0.3492433062
Somatosensory,25,25.1,588,Still,0.3723296311
Somatosensory,25,25.1,588,Moving,0.3055908345
Somatosensory,25,25.1,589,SWD,1.949941793
Somatosensory,25,25.1,589,Still,2.50937863
Somatosensory,25,25.1,589,Moving,1.229536832
Somatosensory,25,25.1,590,SWD,0.5141637563
Somatosensory,25,25.1,590,Still,2.009349166
Somatosensory,25,25.1,590,Moving,0.7833455195
Somatosensory,25,25.1,591,SWD,2.134264649
Somatosensory,25,25.1,591,Still,3.335581158
Somatosensory,25,25.1,591,Moving,2.713015343
Somatosensory,25,25.1,592,SWD,0.1552192472
Somatosensory,25,25.1,592,Still,1.793182583
Somatosensory,25,25.1,592,Moving,1.756071274
Somatosensory,25,25.1,593,SWD,1.309662398
Somatosensory,25,25.1,593,Still,3.447895468
Somatosensory,25,25.1,593,Moving,1.651338265
Somatosensory,25,25.1,594,SWD,6.296080714
Somatosensory,25,25.1,594,Still,10.29752984
Somatosensory,25,25.1,594,Moving,14.66118656
Somatosensory,25,25.1,595,SWD,7.411719053
Somatosensory,25,25.1,595,Still,9.672877648
Somatosensory,25,25.1,595,Moving,11.12465414
Somatosensory,25,25.1,596,SWD,9.264648816
Somatosensory,25,25.1,596,Still,14.40084854
Somatosensory,25,25.1,596,Moving,14.64110078
Somatosensory,25,25.1,597,SWD,6.15056267
Somatosensory,25,25.1,597,Still,15.51552961
Somatosensory,25,25.1,597,Moving,20.29237917
Somatosensory,25,25.1,598,SWD,6.790842064
Somatosensory,25,25.1,598,Still,8.929756938
Somatosensory,25,25.1,598,Moving,10.08736694
Somatosensory,25,25.1,599,SWD,7.489328677
Somatosensory,25,25.1,599,Still,13.9131275
Somatosensory,25,25.1,599,Moving,15.14324535
Somatosensory,25,25.1,600,SWD,9.206441599
Somatosensory,25,25.1,600,Still,19.20805487
Somatosensory,25,25.1,600,Moving,20.54488615
Somatosensory,25,25.1,601,SWD,0.6693830035
Somatosensory,25,25.1,601,Still,3.257114996
Somatosensory,25,25.1,601,Moving,1.362963816
Somatosensory,25,25.1,602,SWD,6.024447031
Somatosensory,25,25.1,602,Still,12.18225628
Somatosensory,25,25.1,602,Moving,13.1231895
Somatosensory,25,25.1,603,SWD,9.264648816
Somatosensory,25,25.1,603,Still,15.12242952
Somatosensory,25,25.1,603,Moving,15.5349181
Somatosensory,25,25.1,604,SWD,0.05820721769
Somatosensory,25,25.1,604,Still,1.115450341
Somatosensory,25,25.1,604,Moving,0.8306905784
Somatosensory,25,25.1,605,SWD,7.460225068
Somatosensory,25,25.1,605,Still,11.15219558
Somatosensory,25,25.1,605,Moving,15.12602896
Somatosensory,25,25.1,606,SWD,6.74233605
Somatosensory,25,25.1,606,Still,14.54547245
Somatosensory,25,25.1,606,Moving,16.59659518
Somatosensory,25,25.1,607,SWD,2.716336826
Somatosensory,25,25.1,607,Still,3.332504054
Somatosensory,25,25.1,607,Moving,2.672843778
Somatosensory,25,25.1,608,SWD,0.2813348855
Somatosensory,25,25.1,608,Still,0.5731106925
Somatosensory,25,25.1,608,Moving,0.5207956476
Somatosensory,25,25.1,609,SWD,0.8343034536
Somatosensory,25,25.1,609,Still,2.51322501
Somatosensory,25,25.1,609,Moving,2.951175336
Somatosensory,25,25.1,610,SWD,1.096235933
Somatosensory,25,25.1,610,Still,3.447895468
Somatosensory,25,25.1,610,Moving,5.147699128
Somatosensory,25,25.1,611,SWD,0.3201396973
Somatosensory,25,25.1,611,Still,2.132433342
Somatosensory,25,25.1,611,Moving,2.852181122
Somatosensory,25,25.1,612,SWD,0.4171517268
Somatosensory,25,25.1,612,Still,1.147759937
Somatosensory,25,25.1,612,Moving,1.545170558
Somatosensory,25,25.1,613,SWD,0.3201396973
Somatosensory,25,25.1,613,Still,0.8677434378
Somatosensory,25,25.1,613,Moving,0.8306905784
Somatosensory,25,25.1,614,SWD,6.082654249
Somatosensory,25,25.1,614,Still,15.08935065
Somatosensory,25,25.1,614,Moving,19.9107493
Somatosensory,25,25.1,615,SWD,4.918509895
Somatosensory,25,25.1,615,Still,7.785843381
Somatosensory,25,25.1,615,Moving,8.433159274
Somatosensory,25,25.1,616,SWD,1.038028716
Somatosensory,25,25.1,616,Still,3.354043784
Somatosensory,25,25.1,616,Moving,4.583862518
Somatosensory,25,25.1,617,SWD,0.6693830035
Somatosensory,25,25.1,617,Still,1.623172565
Somatosensory,25,25.1,617,Moving,1.493521403
Somatosensory,25,25.1,618,SWD,12.05859527
Somatosensory,25,25.1,618,Still,13.59080081
Somatosensory,25,25.1,618,Moving,23.08860704
Somatosensory,25,25.1,619,SWD,0.9022118743
Somatosensory,25,25.1,619,Still,2.433989572
Somatosensory,25,25.1,619,Moving,1.487782608
Somatosensory,25,25.1,620,SWD,1.067132324
Somatosensory,25,25.1,620,Still,2.717852452
Somatosensory,25,25.1,620,Moving,3.86794784
Somatosensory,25,25.1,621,SWD,1.144741948
Somatosensory,25,25.1,621,Still,2.855552873
Somatosensory,25,25.1,621,Moving,2.569545468
Somatosensory,25,25.1,622,SWD,1.261156383
Somatosensory,25,25.1,622,Still,1.379312043
Somatosensory,25,25.1,622,Moving,1.469131524
Somatosensory,25,25.1,623,SWD,0.6887854094
Somatosensory,25,25.1,623,Still,0.5192613657
Somatosensory,25,25.1,623,Moving,1.329965745
Somatosensory,25,25.1,624,SWD,0.5820721769
Somatosensory,25,25.1,624,Still,0.9977510983
Somatosensory,25,25.1,624,Moving,1.061677078
Somatosensory,25,25.1,625,SWD,0.8440046566
Somatosensory,25,25.1,625,Still,0.8038935217
Somatosensory,25,25.1,625,Moving,0.9440317799
Somatosensory,25,25.1,626,SWD,9.516880093
Somatosensory,25,25.1,626,Still,3.705602961
Somatosensory,25,25.1,626,Moving,9.215070095
Somatosensory,25,25.1,627,SWD,1.34846721
Somatosensory,25,25.1,627,Still,1.906266169
Somatosensory,25,25.1,627,Moving,2.62406402
Somatosensory,25,25.1,628,SWD,0.6208769887
Somatosensory,25,25.1,628,Still,0.9969818222
Somatosensory,25,25.1,628,Moving,1.407439477
Somatosensory,25,25.1,629,SWD,2.561117579
Somatosensory,25,25.1,629,Still,2.263979554
Somatosensory,25,25.1,629,Moving,2.826356545
Somatosensory,25,25.1,630,SWD,3.181994567
Somatosensory,25,25.1,630,Still,0.9123614515
Somatosensory,25,25.1,630,Moving,0.9641175625
Somatosensory,25,25.1,631,SWD,9.701202949
Somatosensory,25,25.1,631,Still,17.32255916
Somatosensory,25,25.1,631,Moving,29.93929359
Somatosensory,25,25.1,632,SWD,1.532790066
Somatosensory,25,25.1,632,Still,1.2969995
Somatosensory,25,25.1,632,Moving,2.040141628
Somatosensory,25,25.1,633,SWD,0.8537058595
Somatosensory,25,25.1,633,Still,1.408544534
Somatosensory,25,25.1,633,Moving,1.101848643
Somatosensory,25,25.1,634,SWD,0.9119130772
Somatosensory,25,25.1,634,Still,1.171607496
Somatosensory,25,25.1,634,Moving,0.7360004606
Somatosensory,25,25.1,635,SWD,3.725261932
Somatosensory,25,25.1,635,Still,2.535534017
Somatosensory,25,25.1,635,Moving,1.337139238
Somatosensory,25,25.1,636,SWD,1.862630966
Somatosensory,25,25.1,636,Still,0.8792825793
Somatosensory,25,25.1,636,Moving,2.694364259
Somatosensory,25,25.1,637,SWD,19.01435778
Somatosensory,25,25.1,637,Still,10.7590955
Somatosensory,25,25.1,637,Moving,11.26381992
Somatosensory,25,25.1,638,SWD,2.328288708
Somatosensory,25,25.1,638,Still,6.384991608
Somatosensory,25,25.1,638,Moving,12.34845217
Somatosensory,25,25.1,639,SWD,0.4753589445
Somatosensory,25,25.1,639,Still,0.5461860291
Somatosensory,25,25.1,639,Moving,0.3543705922
Somatosensory,25,25.1,640,SWD,2.86185487
Somatosensory,25,25.1,640,Still,2.834013143
Somatosensory,25,25.1,640,Moving,7.68998532
Somatosensory,25,25.1,641,SWD,0.4462553357
Somatosensory,25,25.1,641,Still,0.7862001715
Somatosensory,25,25.1,641,Moving,0.9339888886
Somatosensory,25,25.1,642,SWD,0.7954986418
Somatosensory,25,25.1,642,Still,0.987750509
Somatosensory,25,25.1,642,Moving,1.028679006
Somatosensory,25,25.1,643,SWD,3.12378735
Somatosensory,25,25.1,643,Still,1.746256741
Somatosensory,25,25.1,643,Moving,1.734550793
Somatosensory,25,25.1,644,SWD,0.950717889
Somatosensory,25,25.1,644,Still,1.523935949
Somatosensory,25,25.1,644,Moving,1.068850571
Somatosensory,25,25.1,645,SWD,1.144741948
Somatosensory,25,25.1,645,Still,0.2677080819
Somatosensory,25,25.1,645,Moving,0.395976856
Somatosensory,25,25.1,646,SWD,10.49670159
Somatosensory,25,25.1,646,Still,5.5034012
Somatosensory,25,25.1,646,Moving,7.994141455
Somatosensory,25,25.1,647,SWD,0.6887854094
Somatosensory,25,25.1,647,Still,1.153914146
Somatosensory,25,25.1,647,Moving,0.8292558796
Somatosensory,25,25.1,648,SWD,1.707411719
Somatosensory,25,25.1,648,Still,1.599325006
Somatosensory,25,25.1,648,Moving,1.591080918
Somatosensory,25,25.1,649,SWD,5.403570043
Somatosensory,25,25.1,649,Still,1.284691083
Somatosensory,25,25.1,649,Moving,1.995665966
Somatosensory,25,25.1,650,SWD,0.6596818005
Somatosensory,25,25.1,650,Still,0.8477422593
Somatosensory,25,25.1,650,Moving,0.500709865
Somatosensory,25,25.1,651,SWD,0.75669383
Somatosensory,25,25.1,651,Still,0.6623467198
Somatosensory,25,25.1,651,Moving,0.5753142002
Somatosensory,25,25.1,652,SWD,0.6208769887
Somatosensory,25,25.1,652,Still,0.6254214671
Somatosensory,25,25.1,652,Moving,0.9411623824
Somatosensory,25,25.1,653,SWD,5.665502522
Somatosensory,25,25.1,653,Still,1.102372647
Somatosensory,25,25.1,653,Moving,1.658511759
Somatosensory,25,25.1,654,SWD,0.8537058595
Somatosensory,25,25.1,654,Still,1.394697564
Somatosensory,25,25.1,654,Moving,1.424655862
Somatosensory,25,25.1,655,SWD,7.450523865
Somatosensory,25,25.1,655,Still,2.931711207
Somatosensory,25,25.1,655,Moving,3.708696278
Somatosensory,25,25.1,656,SWD,5.937136205
Somatosensory,25,25.1,656,Still,10.94218321
Somatosensory,25,25.1,656,Moving,17.60662311
Somatosensory,25,25.1,657,SWD,0.2619324796
Somatosensory,25,25.1,657,Still,0.300017678
Somatosensory,25,25.1,657,Moving,0.9368582861
Somatosensory,25,25.1,658,SWD,6.334885526
Somatosensory,25,25.1,658,Still,5.167227546
Somatosensory,25,25.1,658,Moving,11.10169896
Somatosensory,25,25.1,659,SWD,1.057431121
Somatosensory,25,25.1,659,Still,0.5654179315
Somatosensory,25,25.1,659,Moving,0.390238061
Somatosensory,25,25.1,660,SWD,0.8051998448
Somatosensory,25,25.1,660,Still,0.6377298847
Somatosensory,25,25.1,660,Moving,0.2725927632
Somatosensory,25,25.1,661,SWD,0.1649204501
Somatosensory,25,25.1,661,Still,0.560802275
Somatosensory,25,25.1,661,Moving,0.7302616656
Somatosensory,25,25.1,662,SWD,0.6014745828
Somatosensory,25,25.1,662,Still,0.3484820721
Somatosensory,25,25.1,662,Moving,0.6370062466
Somatosensory,25,25.1,663,SWD,1.872332169
Somatosensory,25,25.1,663,Still,0.3907922575
Somatosensory,25,25.1,663,Moving,0.5351426351
Somatosensory,25,25.1,664,SWD,12.39813737
Somatosensory,25,25.1,664,Still,9.602104247
Somatosensory,25,25.1,664,Moving,15.95098074
Somatosensory,25,25.1,665,SWD,0.7178890182
Somatosensory,25,25.1,665,Still,0.8846675119
Somatosensory,25,25.1,665,Moving,0.6800472092
Somatosensory,25,25.1,666,SWD,14.61001164
Somatosensory,25,25.1,666,Still,4.579500607
Somatosensory,25,25.1,666,Moving,6.067341029
Somatosensory,25,25.1,667,SWD,0.3007372914
Somatosensory,25,25.1,667,Still,0.813894111
Somatosensory,25,25.1,667,Moving,0.8349946746
Somatosensory,25,25.1,668,SWD,0.2910360885
Somatosensory,25,25.1,668,Still,0.4684891433
Somatosensory,25,25.1,668,Moving,0.8378640721
Somatosensory,25,25.1,669,SWD,0.2037252619
Somatosensory,25,25.1,669,Still,0.3023255063
Somatosensory,25,25.1,669,Moving,0.4662770949
Somatosensory,25,25.1,670,SWD,0.2813348855
Somatosensory,25,25.1,670,Still,0.4784897325
Somatosensory,25,25.1,670,Moving,0.3945421573
Somatosensory,25,25.1,671,SWD,0.4365541327
Somatosensory,25,25.1,671,Still,0.2415526946
Somatosensory,25,25.1,671,Moving,0.4691464925
Somatosensory,25,25.1,672,SWD,0.2328288708
Somatosensory,25,25.1,672,Still,0.3900229814
Somatosensory,25,25.1,672,Moving,0.3098949308
Somatosensory,25,25.1,673,SWD,0.1261156383
